Name,ID,Barrio,lat,lon,tipo,Precio,Edad,Area Construida,Area Total,Parking/admin_value,Descripcion,Estrato,Habitaciones,Baños,Other Variable,list,Tipo acabado de piso cerámica,Vigilancia 24hrs,Tipo de piso en alcobas laminado,Tipo de cocina paralela,Equipado / amoblado,Tipo de piso en estudio laminado,Ubicado en edificio,Chimenea,Terraza/Balcón terraza,Cocina integral,Esquinero,Cerca colegios / universidades,Cerca supermercados,Características del parqueadero cubierto,Tipo de piso en comedor laminado,Portería,Número de líneas teléfonicas 0,Tipo de estufa gas,Citófonos,Terraza/Balcón balcón,Piso en baldosa,Tipo acabado de piso laminado,Closets 4,Zonas verdes,Vigilancia,Tipo de casa condominio,Número de local 0,Parqueadero visitantes,Tipo de piso en estudio cerámica,Con terraza,Patio,Hall de alcobas,Estudio o biblioteca,Apto para niños,Piscina,Cuarto de servicio,Jacuzzi,Piso 2,Cocina tipo americano,Lote vacio,Sobre vía principal,Jardín,Piso 4,Piso 5,Instalación de gas natural,Deposito 0,Zona para niños,Zona de lavandería,Vigilancia 0,Tipo de parqueadero propio,Tipo de cocina lineal,Comedor auxiliar,Cerca parques,Calefacción,Gimnasio,Tipo de piso en sala cerámica,Tipo de piso en comedor cerámica,Tipo de casa tradicional,Tipo de cortinas persianas,Tipo de cocina abierta,Deposito 1,Salón comunal,Piso 1,Zona campestre,Tipo de comedor comedor independiente,Número de Ascensores 0,Circuito cerrado de TV,Zona residencial,Alarma,Zona comercial,Acceso para discapacitados,Zona de BBQ,Baño auxiliar,Tipo de lote lote vacío,Piso en porcelanato,Sauna / turco,Baños de servicio,Piso en madera,Calentador gas,Tipo de local en centro comercial,Vista panorámica,Conjunto cerrado,Cerca transporte público,Sobre vía secundaria,Tipo de piso en sala laminado,Ascensor,Depósito o cuarto útil,Cerca centros comerciales,Piso 0,Parqueadero cubierto,Tipo de comedor sala comedor,Número de Ascensores 1,Piso 3,Vista exterior,date,city
"Casa en Venta, MIRADOR EL LAGO",11295-M3359954,MIRADOR EL LAGO,5.595577,-73.324162,apartamento,$800.000.000,Entre 10 y 20 años,720 m²,720 m²,$220.00 ,"Sensacional casa en zona campestre de 4 pisos con una área construida de 432 mts2 en un terreno total de 720 mts2 cuenta con 6 habitaciones con closets, 6 baños, cuarto estudio, chimenea, cocina integral tipo americano. Jacuzzi en la habitación principal, zona de lavandería. La sala es amplia y espacio de comedor independiente y garaje con puerta eléctrica.",4,5,5,"['Zona de lavandería', 'Tipo de casa condominio', 'Deposito 1', 'Area lote 720 m²', 'Conjunto cerrado']","['Zona de lavandería', 'Tipo de casa condominio', 'Deposito 1', 'Area lote 720 m²', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Lote o Casalote en Venta, JJ CAMACHO",MC4599853,JJ CAMACHO,5.56428,-73.349808,lote,$780.000.000,430 m²,430 m²,,,"Lote de terreno con área de 430 M2 ubicado en el Barrio JJ Camacho, con frente sobre carrera y calle  permite construcción de hasta siete pisos, ",3,,,['Piso 7'],['Piso 7'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Local Comercial en Venta, Tunja",10159-M4410969,Tunja,,,local,$170.000.000,Entre 10 y 20 años,18 m²,18 m²,,"CODIGO 6675FR245

VENTA  LOCAL COMERCIAL  NEGOCIABLE SECTOR GREEN HILLS DE TUNJA. EXCELENTE ILUMINACION, CUARTO PISO, VISTA A LA CIUDAD DE TUNJA. SECTOR EN VALORIZACION POR ZONA COMERCIAL EN DESARROLLO. EL LOCAL CUENTA CON DOS AMBIENTES O ESPACIOS FUNCIONALES, APTO PARA OFICINA O CONSULTORIOS MÉDICOS, BAÑO PRIVADO Y BALCÓN. EXCELENTE OPORTUNIDAD COMERCIAL PARA ARRENDAMIENTO O PARA ACTIVIDAD COMERCIAL PROPIA. 
",4,,1,"['Baño auxiliar', 'Alarma', 'Vigilancia', 'Piso 4', 'Area lote 18 m²', 'Ascensor', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Portería', 'Cerca transporte público', 'Sobre vía principal']","['Baño auxiliar', 'Alarma', 'Vigilancia', 'Piso 4', 'Area lote 18 m²', 'Ascensor', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Portería', 'Cerca transporte público', 'Sobre vía principal']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, Unicentro",10159-M4378327,Unicentro,5.547044,-73.349235,apartamento,$290.000.000,Entre 0 y 5 años,52 m²,50 m²,$182.50 ,"Código 6646FR406 venta de espectacular apartamento en uno de los sectores de mayor valorización en Tunja, cerca al centro comercial Unicentro, Makro, boulevard, Universidad Santo Tomas, cuenta con un área total  de cincuenta y dos metros cuadrados distribuidos de la siguiente manera Sala-comedor con balcón, cocina integral, zona de lavandería, baño social, tres habitaciones, la principal con baño privado, terminados de alta calidad, depósito y parqueadero, el edificio cuenta con, portería, salón social, sauna, jacuzzi, GYM, parque infantil, zona BBQ, cancha múltiple, Lobby, salón de juegos, salón para cinema, senderos peatonales y parqueadero para visitantes.

¡Quieres obtener más información!!!  contáctanos para ayudarte a elegir el espacio que buscas…
",5,2,2,"['Baño auxiliar', 'Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Hall de alcobas', 'Jacuzzi', 'Sauna / turco', 'Vigilancia', 'Zona de lavandería', 'Piso 8', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Ascensor', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Terraza/Balcón balcón', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Gimnasio', 'Salón comunal', 'Zona de BBQ', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']","['Baño auxiliar', 'Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Hall de alcobas', 'Jacuzzi', 'Sauna / turco', 'Vigilancia', 'Zona de lavandería', 'Piso 8', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Ascensor', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Terraza/Balcón balcón', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Gimnasio', 'Salón comunal', 'Zona de BBQ', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Casa en Venta, CONDOMINIO ACACIAS",3568-M3851235,CONDOMINIO ACACIAS,5.590076,-73.329315,apartamento,$800.000.000,Entre 10 y 20 años,380 m²,380 m²,$270.00 ,"Hermosa casa, ubicada en zona de alta valorización y desarrollo, cálida, iluminada, amplia, condominio seguro, amplias zonas verdes, cancha múltiple, salón comunal, CCTV, fácil acceso.",4,4,5,"['Apto para niños', 'Alarma', 'Chimenea', 'Citófonos', 'Comedor auxiliar', 'Tipo de cortinas pesadas', 'Cuarto de servicio', 'Estudio o biblioteca', 'Parqueadero cubierto', 'Hall de alcobas', 'Puerta seguridad', 'Zona de lavandería', 'Instalación de gas propano', 'Closets 4', 'Número de líneas teléfonicas 0', 'Se permite fumar', 'Calentador electrico', 'Tipo de casa condominio', 'Tipo de cocina en u', 'Tipo de comedor comedor independiente', 'Deposito 1', 'Tipo de estufa mixta', 'Tipo de parqueadero propio', 'Tipo acabado de piso cerámica', 'Tipo de piso en alcobas laminado', 'Tipo de piso en comedor cerámica', 'Tipo de piso en estudio laminado', 'Tipo de piso en sala cerámica', 'Vista exterior', 'Area lote 300 m²', 'Area Terraza/Balcón 8 m²', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Jardín', 'Vista panorámica', 'Conjunto cerrado', 'Número de Ascensores 0', 'Terraza/Balcón balcón', 'Vigilancia 24hrs', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Cancha(s) de squash', 'Salón comunal', 'Sendero peatonal', 'Zona para niños', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca transporte público']","['Apto para niños', 'Alarma', 'Chimenea', 'Citófonos', 'Comedor auxiliar', 'Tipo de cortinas pesadas', 'Cuarto de servicio', 'Estudio o biblioteca', 'Parqueadero cubierto', 'Hall de alcobas', 'Puerta seguridad', 'Zona de lavandería', 'Instalación de gas propano', 'Closets 4', 'Número de líneas teléfonicas 0', 'Se permite fumar', 'Calentador electrico', 'Tipo de casa condominio', 'Tipo de cocina en u', 'Tipo de comedor comedor independiente', 'Deposito 1', 'Tipo de estufa mixta', 'Tipo de parqueadero propio', 'Tipo acabado de piso cerámica', 'Tipo de piso en alcobas laminado', 'Tipo de piso en comedor cerámica', 'Tipo de piso en estudio laminado', 'Tipo de piso en sala cerámica', 'Vista exterior', 'Area lote 300 m²', 'Area Terraza/Balcón 8 m²', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Jardín', 'Vista panorámica', 'Conjunto cerrado', 'Número de Ascensores 0', 'Terraza/Balcón balcón', 'Vigilancia 24hrs', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Cancha(s) de squash', 'Salón comunal', 'Sendero peatonal', 'Zona para niños', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca transporte público']",1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,10/3/2023,tunja
"Casa en Venta, Mirador del Lago",11295-M3608718,Mirador del Lago,5.595577,-73.324162,apartamento,$750.000.000,Entre 5 y 10 años,720 m²,720 m²,$220.00 ,"Sensacional casa en zona campestre de 4 pisos con un área construida de 432 m² en un terreno total de 720 m². Cuenta con 6 habitaciones con closets, 6 baños, cuarto estudio, chimenea, cocina integral tipo americano. Jacuzzi en la habitación principal, zona de lavandería. La sala es amplia, espacio de comedor independiente y garaje con puerta eléctrica.",3,5,5,"['Parqueadero cubierto', 'Zona de lavandería', 'Tipo de casa condominio', 'Tipo de parqueadero propio', 'Conjunto cerrado']","['Parqueadero cubierto', 'Zona de lavandería', 'Tipo de casa condominio', 'Tipo de parqueadero propio', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10/3/2023,tunja
"Casa en Venta, Remanso de la sabana",652-M2875324,Remanso de la sabana,5.55179,-73.344305,apartamento,$550.000.000,Entre 5 y 10 años,214 m²,205 m²,$30.00 ,"LA MAS HERMOSA CASA, , BARRIO REMANSO DE LA SABANA, ESQUINERA, LINDA VISTA, BALCON , CALEFACCION, CIRCUITO DE CAMARAS, ALTILLO HERMOSO CON BAÑO Y CLOSET , PISO LAMINADO DE MADERA, COCINA INTEGRAL, , PRIMER PISO INDEPENDIENTE RENTA , DOS HABITACIONES , BAÑO , PATIO Y SALA COMEDOR INDEPENDIENTE.. SEGUNDO PISO DOS ALCOBAS, DOS BAÑOS , COCINA , SALA COMEDOR, BALCON, TERCER PISO  AMPLIO , BAÑO , TERRAZA,. CERCA UNIV SANTO TOMAS, UNICENTRO , C.C. VIVA . GANGA. REMANSO DE PAZ",4,5,4,"['Calefacción', 'Tipo de cortinas persianas', 'Parqueadero cubierto', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 4', 'Número de líneas teléfonicas 1', 'Calentador gas', 'Tipo de casa tradicional', 'Tipo de cocina abierta', 'Tipo de comedor comedor independiente', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Tipo acabado de piso laminado', 'Tipo de piso en alcobas laminado', 'Tipo de piso en comedor laminado', 'Tipo de piso en sala laminado', 'Vista exterior', 'Area lote 98 m²', 'Area Terraza/Balcón 5 m²', 'Vista panorámica', 'Esquinero', 'Terraza/Balcón balcón', 'Vigilancia 24hrs', 'Sobre vía secundaria']","['Calefacción', 'Tipo de cortinas persianas', 'Parqueadero cubierto', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 4', 'Número de líneas teléfonicas 1', 'Calentador gas', 'Tipo de casa tradicional', 'Tipo de cocina abierta', 'Tipo de comedor comedor independiente', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Tipo acabado de piso laminado', 'Tipo de piso en alcobas laminado', 'Tipo de piso en comedor laminado', 'Tipo de piso en sala laminado', 'Vista exterior', 'Area lote 98 m²', 'Area Terraza/Balcón 5 m²', 'Vista panorámica', 'Esquinero', 'Terraza/Balcón balcón', 'Vigilancia 24hrs', 'Sobre vía secundaria']",0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,10/3/2023,tunja
"Lote o Casalote en Venta, Tunja Rural",815-M3992837,Tunja Rural,,,lote,$125.000.000,Entre 0 y 5 años,0 m²,0 m²,,"se vende lote de 300 m2, en zona rural de Tunja salida villa de leyva zona estratégica y con gran proyección de urbanismo, zona de mucha valorización, actualmente se adelanta proyecto de la universidad juan de castellanos, se vende o se permuta por camioneta 4x4, el uso del suelo es institucional, recreacional, vivienda, con impuestos al día libre de gravamen. EXCLENTE PRECIO.",3,,,"['Lote vacio', 'Tipo de lote lote vacío', 'Zonas verdes']","['Lote vacio', 'Tipo de lote lote vacío', 'Zonas verdes']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
Local Comercial en Venta,11295-M3254478,,,,local,$905.497.646,Entre 5 y 10 años,326 m²,326 m²,,"Local comercial en el primer piso ubicado en Green Hills de la ciudad de Tunja, con un área de 326 mts2 dividido en 3 secciones con gran visibilidad, en un zona especialmente empresarial y comercial al lado de la estación de gasolina.",4,,,"['Número de local 2', 'Piso 1', 'Tipo de local en centro comercial']","['Número de local 2', 'Piso 1', 'Tipo de local en centro comercial']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, Tunja",12937-M4542414,Tunja,na,na,apartamento,$325.444.000,Entre 0 y 5 años,110.32 m²,110.32 m²,1,"EL PORTAL DEL BOSQUE CUENTA CON 

Área construida 110.32

Baños 2   Alcobas 3  Sala-Comedor, Cocina, Estudio, Zona Ropas.

Precio  $ 325,444,000 $ Cuenta con las siguientes zonas comunes

ZONA COMERCIAL 

PARQUEADERO DE VISITANTES

SALON DE EVENTOS 

GIMNASIO

SAUNA 

JACUZZI

TERRAZA DE AEROBICOS

ZONA DE BBQ

SENDEROS ECOLOGICOS 

PARQUES INFANTILES

CANCHA MÚLTIPLE

Invierta en vivienda propia en Colombia. En EL PORTAL DEL BOSQUE te ayudamos a proteger tu futuro y el de tu familia . ¡Es un negocio rentable!

Agente Maria Munoz - ID 4054
",3,3,2,"['Jacuzzi', 'Sauna / turco', 'Ascensor', 'Parqueadero visitantes', 'Con terraza', 'Gimnasio', 'Zona de BBQ', 'Cerca parques']","['Jacuzzi', 'Sauna / turco', 'Ascensor', 'Parqueadero visitantes', 'Con terraza', 'Gimnasio', 'Zona de BBQ', 'Cerca parques']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Lote o Casalote en Venta, Vereda El Porvenir",11295-M3860104,Vereda El Porvenir,5.530388,-73.393903,lote,$50.000.000,Entre 0 y 5 años,0 m²,500 m²,,"Se vende lote rural a 3 minutos del centro de Tunja, con una excelente vista y vías de acceso para vivienda tipo campestre, se entrega con los puntos de los servicios.
",3,,,"['Tipo de lote lote vacío', 'Area lote 500 m²']","['Tipo de lote lote vacío', 'Area lote 500 m²']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, Los cristales",3072-M4127317,los cristales,5.553473,-73.353272,apartamento,$290.000.000,Entre 0 y 5 años,112 m²,112 m²,," apartamento en venta es en el barrio los cristales 112 metros cuadrados  cuenta con 3 habitaciones, sala comedor, cocina, zona de lavandería no tiene parqueadero  cerca a centros comerciales y univeridades, mayor informcaion llamar a elizabeth cely 316 dos setenta y nueve 77 cuarenta y uno.",3,3,2,"['Zona de lavandería', 'Instalación de gas natural', 'Piso 1', 'Calentador gas', 'Tipo de cocina paralela', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Vista exterior', 'Número de Ascensores 0', 'Sobre vía principal', 'Sobre vía secundaria']","['Zona de lavandería', 'Instalación de gas natural', 'Piso 1', 'Calentador gas', 'Tipo de cocina paralela', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Vista exterior', 'Número de Ascensores 0', 'Sobre vía principal', 'Sobre vía secundaria']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,10/3/2023,tunja
"Lote o Casalote en Venta, Vereda Porvenir",11295-M3641919,Vereda Porvenir,5.530388,-73.393903,lote,$105.000.000,Entre 0 y 5 años,0 m²,1000 m²,,Lote rural ubicado en la vereda Porvenir a 5 minutos del centro de Tunja con una espectacular vista  a la ciudad con salida a la vía Samaca-Cucaita con los puntos de servicios cercanos especialmente para casa campestre,1,,,"['Tipo de lote lote vacío', 'Area lote 1000 m²']","['Tipo de lote lote vacío', 'Area lote 1000 m²']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Casa en Venta, Tunja",10159-M4537886,Tunja,na,na,apartamento,$200.000.000,Entre 0 y 5 años,126 m²,126 m²,2,"Codigo 6893FR902 Vivienda ubicada en el Barrio Balcones de San Javier, el sector cuenta con mirador, en cercanías a la plaza de mercado del norte, Centro comercial Centro Norte y la avenida principal de la ciudad. Vivienda calida,con excelente iluminación en las habitaciones,  tiene salacomedor cocina, dos baños, zona de lavado y secado de ropa y patio, sector tranquilo,estilo campestre, parqueadero, abundantes zonas verdes, acceso a transporte público constante, centros comerciales, el inmueble está para terminar la construcción a gusto del comprador. 
",3,3,3,"['Baño auxiliar', 'Estudio o biblioteca', 'Zona de lavandería', 'Piso 2', 'Area lote 63 m²', 'Baños de servicio', 'Vista panorámica', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Zona campestre']","['Baño auxiliar', 'Estudio o biblioteca', 'Zona de lavandería', 'Piso 2', 'Area lote 63 m²', 'Baños de servicio', 'Vista panorámica', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Zona campestre']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, Unicentro",12373-M4581563,Unicentro,5.547044,-73.349235,apartamento,$225.000.000,Entre 10 y 20 años,68 m²,65 m²,$200.00 ,"¿ ""¡Frente a Unicentro! El Apartamento de tus Sueños en VIDEO – ¡Descúbrelo AHORA!"" ¿

¡Bienvenidos a Gran Reserva! En este video te llevamos a recorrer un espacio que no es solo un apartamento, es una promesa de momentos inolvidables. Situado en el corazón del sector Unicentro, imagina vivir justo donde la ciudad palpita. ¿¿¿

Con 68 m² de puro diseño y funcionalidad, este hogar en el segundo piso te muestra dos habitaciones acogedoras, un salón-comedor donde cada celebración se convierte en un recuerdo y una cocina donde cada plato cuenta una historia. ¿Y la vista? Bueno, te retamos a no enamorarte del paisaje que ofrece el barrio Santa Inés desde el balcón. ¿¿

En Gran Reserva, cada día es una oportunidad para disfrutar, para conectar, para vivir. Si este video ha tocado tu corazón y sientes que has encontrado tu hogar ideal, ¡no esperes más! ¿¿ Contáctanos y vive la experiencia Gran Reserva de primera mano.

",5,2,2,"['Apto para niños', 'Calefacción', 'Citófonos', 'Tipo de cortinas con velos', 'Cuarto de servicio', 'Parqueadero cubierto', 'Hall de alcobas', 'Equipado / amoblado', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 0', 'Piso 2', 'Calentador gas', 'Tipo de cocina lineal', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Tipo acabado de piso laminado', 'Tipo de piso en alcobas laminado', 'Tipo de piso en comedor cerámica', 'Tipo de piso en estudio laminado', 'Tipo de piso en sala cerámica', 'Vista exterior', 'Ascensor', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Vista panorámica', 'Conjunto cerrado', 'Número de Ascensores 1', 'Terraza/Balcón ninguno', 'Salón comunal', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía principal']","['Apto para niños', 'Calefacción', 'Citófonos', 'Tipo de cortinas con velos', 'Cuarto de servicio', 'Parqueadero cubierto', 'Hall de alcobas', 'Equipado / amoblado', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 0', 'Piso 2', 'Calentador gas', 'Tipo de cocina lineal', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Tipo acabado de piso laminado', 'Tipo de piso en alcobas laminado', 'Tipo de piso en comedor cerámica', 'Tipo de piso en estudio laminado', 'Tipo de piso en sala cerámica', 'Vista exterior', 'Ascensor', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Vista panorámica', 'Conjunto cerrado', 'Número de Ascensores 1', 'Terraza/Balcón ninguno', 'Salón comunal', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía principal']",0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,10/3/2023,tunja
"Casa en Venta, Balcones De Don Espiritu",10159-M4581098,Balcones De Don Espiritu,5.577967,-73.341217,apartamento,$260.000.000,Entre 0 y 5 años,83 m²,80 m²,1,"VENTA DE CASA EN BALCONES DE DON ESPIRITU Codigo 696FR4648 Se vende casa sector norte de la ciudad de Tunja, consta de dos pisos, distribuidos así Primer Piso Area construida de 41.5 M2, conformada por acceso, garaje, escaleras, cocina, patio jardin comedor, sala, baño social, Segundo Piso Area construida de 41.50 M2, conformada por escaleras, hall de alcobas, tres alcobas, la principal con baño privado, baño auxiliar y balcon adicional. La orientacion de la casa permite que sea abrigada y con excelente iluminacion todo el dia. La casa se entrega con la reja metalica del garaje instalada. La casa cuenta con servicio de gas Otras tienen este servicio, y matriculas pagas del servicio de Agua y energia.  Zona en excelente expansion urbanistica y con buen servicio de transporte a pocos metros. Buenos vecinos.

 
",3,3,3,"['Baño auxiliar', 'Cocina integral', 'Hall de alcobas', 'Zona de lavandería', 'Piso 2', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Area lote 60.3 m²', 'Baños de servicio', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona residencial']","['Baño auxiliar', 'Cocina integral', 'Hall de alcobas', 'Zona de lavandería', 'Piso 2', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Area lote 60.3 m²', 'Baños de servicio', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona residencial']",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
