Name,ID,Barrio,lat,lon,tipo,Precio,Edad,Area Construida,Area Total,Parking/admin_value,Descripcion,Estrato,Habitaciones,Baños,Other Variable,list,Esquinero,Piso 0,Portería,Zona comercial,Patio,Tipo de piso en sala cerámica,Ascensor,Cerca centros comerciales,Número de local 0,Chimenea,Parqueadero visitantes,Vigilancia,Tipo de piso en comedor cerámica,Piso 5,Piso 2,Area lote 300 m²,Tipo de cortinas persianas,Jacuzzi,Cocina tipo americano,Closets 4,Ubicado en edificio,Cerca parques,Depósito o cuarto útil,Número de Ascensores 0,Tipo acabado de piso cerámica,Tipo acabado de piso laminado,Tipo de estufa gas,Cuarto de servicio,Sobre vía secundaria,Calefacción,Piso en baldosa,Tipo de piso en sala laminado,Piso en porcelanato,Cerca colegios / universidades,Tipo de comedor sala comedor,Tipo de cocina abierta,Vigilancia 24hrs,Tipo de lote lote vacío,Comedor auxiliar,Apto para niños,Closets 3,Zonas verdes,Piso 6,Tipo de local en centro comercial,Cerca supermercados,Zona residencial,Piso 3,Número de Ascensores 2,Sobre vía principal,Calentador gas,Número de líneas teléfonicas 0,Número de Ascensores 1,Baño auxiliar,Características del parqueadero descubierto,Zona de lavandería,Tipo de piso en estudio laminado,Tipo de parqueadero propio,Baños de servicio,Piso 4,Piso 1,Zona campestre,Vigilancia 0,Tipo acabado de piso baldosa,Número de local 1,Vivienda bifamiliar,Piso en madera,Salón comunal,Vista panorámica,Tipo de comedor comedor independiente,Equipado / amoblado,Características del parqueadero cubierto,Parqueadero cubierto,Cocina integral,Hall de alcobas,Tipo de casa tradicional,Estudio o biblioteca,Citófonos,Vista exterior,Con terraza,Zona de BBQ,Tipo de piso en alcobas laminado,Sauna / turco,Lote vacio,Alarma,Instalación de gas natural,Acceso para discapacitados,Cerca transporte público,Gimnasio,Jardín,Deposito 1,Zona para niños,Circuito cerrado de TV,Conjunto cerrado,Tipo de cocina paralela,Tipo de cocina lineal,Terraza/Balcón balcón,Deposito 0,Tipo de casa condominio,Piscina,date,city
"Apartamento en Venta, Tunja Seminario Mayor",2266-M4453325,Tunja Seminario Mayor,5.569823,-73.338435,apartamento,$515.000.000,Entre 0 y 5 años,116 m²,116 m²,$270.00 ,"Incluye 8 m2 de ballcones, vista panoramica, le llega tanto sol de la tarde como el de la mañana, muy iluminado, moderno, cerca a la Curia Arzobispal, rodeado de naturaleza y muy cerca a universidades, clinicas, colegios de gran nombre en el departamento y centros comerciales.
",4,3,2,"['Calefacción', 'Chimenea', 'Citófonos', 'Cocina tipo americano', 'Cocina integral', 'Estudio o biblioteca', 'Vigilancia', 'Zona de lavandería', 'Piso 21', 'Ascensor', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Con terraza', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Terraza/Balcón balcón', 'Gimnasio', 'Zona para niños', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']","['Calefacción', 'Chimenea', 'Citófonos', 'Cocina tipo americano', 'Cocina integral', 'Estudio o biblioteca', 'Vigilancia', 'Zona de lavandería', 'Piso 21', 'Ascensor', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Con terraza', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Terraza/Balcón balcón', 'Gimnasio', 'Zona para niños', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']",0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,11/22/2023,tunja
"Casa en Venta, Colinas Del Norte",10159-M4581085,Colinas Del Norte,5.560253,-73.35663,apartamento,$380.000.000,Entre 5 y 10 años,225 m²,220 m²,1,"Codigo  696FR4697 Magnifica casa ubicada en el barrio Colinas del Norte, ubicación estratégica muy cerca a la universidad UPTC, ESCUELA NORMAL FEMENINA, centros de salud como SANITAS y FAMISANAR, buen servicio transporte público. Consta de cuatro niveles, en el primer nivel Tres habitaciones, un baño y amplio espacio de uso múltiple; segundo nivel Sala comedor con chimenea, cocina integral, patio de ropa, parqueadero, jardín y baño social; tercer nivel Habitación con baño privado, dos habitaciones y baño; cuarto nivel Habitación principal, Vestier y baño privado, doble ventanal, excelente vista a la ciudad. Construcción tradicional. Inversión con alta rentabilidad como Co-living para rentar a estudiantes de la universidad.  Super ganga, al menor precio del mercado por metro cuadrado.
",4,5,5,"['Baño auxiliar', 'Chimenea', 'Cocina integral', 'Hall de alcobas', 'Zona de lavandería', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Area lote 225 m²', 'Baños de servicio', 'Vista panorámica', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Zona residencial']","['Baño auxiliar', 'Chimenea', 'Cocina integral', 'Hall de alcobas', 'Zona de lavandería', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Area lote 225 m²', 'Baños de servicio', 'Vista panorámica', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Zona residencial']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, Tunja",10159-M4537886,,,,apartamento,$200.000.000,Entre 0 y 5 años,126 m²,126 m²,2,"Codigo 6893FR902 Vivienda ubicada en el Barrio Balcones de San Javier, el sector cuenta con mirador, en cercanías a la plaza de mercado del norte, Centro comercial Centro Norte y la avenida principal de la ciudad. Vivienda calida,con excelente iluminación en las habitaciones,  tiene salacomedor cocina, dos baños, zona de lavado y secado de ropa y patio, sector tranquilo,estilo campestre, parqueadero, abundantes zonas verdes, acceso a transporte público constante, centros comerciales, el inmueble está para terminar la construcción a gusto del comprador. 
",3,3,3,"['Baño auxiliar', 'Estudio o biblioteca', 'Zona de lavandería', 'Piso 2', 'Area lote 63 m²', 'Baños de servicio', 'Vista panorámica', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Zona campestre']","['Baño auxiliar', 'Estudio o biblioteca', 'Zona de lavandería', 'Piso 2', 'Area lote 63 m²', 'Baños de servicio', 'Vista panorámica', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Zona campestre']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Local Comercial en Venta, Tunja",10159-M4410969,Tunja,,,local,$170.000.000,Entre 10 y 20 años,18 m²,18 m²,,"CODIGO 6675FR245

VENTA  LOCAL COMERCIAL  NEGOCIABLE SECTOR GREEN HILLS DE TUNJA. EXCELENTE ILUMINACION, CUARTO PISO, VISTA A LA CIUDAD DE TUNJA. SECTOR EN VALORIZACION POR ZONA COMERCIAL EN DESARROLLO. EL LOCAL CUENTA CON DOS AMBIENTES O ESPACIOS FUNCIONALES, APTO PARA OFICINA O CONSULTORIOS MÉDICOS, BAÑO PRIVADO Y BALCÓN. EXCELENTE OPORTUNIDAD COMERCIAL PARA ARRENDAMIENTO O PARA ACTIVIDAD COMERCIAL PROPIA. 
",4,,1,"['Baño auxiliar', 'Alarma', 'Vigilancia', 'Piso 4', 'Area lote 18 m²', 'Ascensor', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Portería', 'Cerca transporte público', 'Sobre vía principal']","['Baño auxiliar', 'Alarma', 'Vigilancia', 'Piso 4', 'Area lote 18 m²', 'Ascensor', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Portería', 'Cerca transporte público', 'Sobre vía principal']",0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, Las nieves",3072-M4082468,las nieves,5.537379,-73.357397,apartamento,$270.000.000,Entre 5 y 10 años,71 m²,71 m²,$100.00 ,"venta  apartamento centro de tunja, 71 mts2, barrio las nieves, cuenta con sala comedor, cocina integral, zona de lavanderia, baño social, 3 habitaciones, y garaje. mayor informacion llamara a elizabeth cely 316 dos setenta y nueve 77 cuarenta y uno. ",3,3,2,"['Parqueadero cubierto', 'Zona de lavandería', 'Instalación de gas natural', 'Piso 2', 'Calentador gas', 'Tipo de cocina lineal', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Vista exterior', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía secundaria']","['Parqueadero cubierto', 'Zona de lavandería', 'Instalación de gas natural', 'Piso 2', 'Calentador gas', 'Tipo de cocina lineal', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Vista exterior', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía secundaria']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,11/22/2023,tunja
Lote o Casalote en Venta,11295-M2619508,,,,lote,$1.690.912.000,Entre 0 y 5 años,1524 m²,1524 m²,,El inmueble con extension superficiaria de 1.524 m2 es apto para el desarrollo de vivienda de tipo multifamiliar de hasta 4 pisos de altura. El inmueble cuenta con la disponibilidad de servicios publicos domiciliarios y se encuentra en barrio consolidado con vias de acceso en buenas condiciones,,,,"['Tipo de lote lote en construcción', 'Area lote 1524 m²']","['Tipo de lote lote en construcción', 'Area lote 1524 m²']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, Santa Teresa I",MC4652217,Santa Teresa I,5.560878,-73.33992,apartamento,$575.000.000,Entre 0 y 5 años,190 m²,140 m²,1,"Hermosa casa para estrenar en Tunja. Cerca a los centros comerciales Viva y  Green Hills, a 15 minutos del centro de la ciudad. Cuenta con garaje amplio, baño social, cocina integral con barra, comedor, sala de doble altura, patio de ropas cubierto. En segundo piso cuenta con dos habitaciones, un baño completo, estudio y cuarto de almacenaje, y en tercer piso está la habitación principal con baño privado y terraza privada, y una terraza adicional de uso familiar. Acabados de excelente calidad.",5,3,3,"['Características del parqueadero cubierto', 'Citófonos', 'Cocina tipo americano', 'Cocina integral', 'Estudio o biblioteca', 'Piso en porcelanato', 'Piso 3', 'Tipo de parqueadero propio', 'Depósito o cuarto útil', 'Con terraza', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca supermercados', 'Cerca transporte público', 'Zona residencial']","['Características del parqueadero cubierto', 'Citófonos', 'Cocina tipo americano', 'Cocina integral', 'Estudio o biblioteca', 'Piso en porcelanato', 'Piso 3', 'Tipo de parqueadero propio', 'Depósito o cuarto útil', 'Con terraza', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca supermercados', 'Cerca transporte público', 'Zona residencial']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Finca en Venta, Santa Sofia Boyaca",346-M4087896,Santa Sofia Boyaca,,,local,$4.000.000.000,Más de 20 años,643.96 m²,643.96 m²,2,"Esta a 20 minutos de Villa de Leyva. A 10 minutos de Moniquira. Tiene un clima de Transicion, donde se pueden tener cultivos de frutas y de productos como la yuca, papa, caña, etc. tiene un Rio q la atraviesa por buena parte de la Finca, dos reservorios, casa en regular estado para cuidandero, nacimientos de agua, tiene bosque natural Luz Monofasica ",3,3,2,"['Vigilancia', 'Vigilancia 24hrs', 'Zona campestre']","['Vigilancia', 'Vigilancia 24hrs', 'Zona campestre']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, MESOPOTAMIA",223-M3700744,MESOPOTAMIA,5.545703,-73.35434,apartamento,$210.000.000,Entre 5 y 10 años,60 m²,60 m²,$130.00 ,"Apto Duplex, en el mejor sitio de valorización de Tunja. 2 habitaciones cada una con baño privado Sala, comedor, baño social, cocina integral, zona ropas,
Alcobas con persianas, garaje privado con puerta electrónica. Cerca a CC Unicentro, Viva, Éxito.",5,2,3,"['Zona de lavandería', 'Piso 6', 'Tipo de parqueadero independiente', 'Tipo acabado de piso cerámica', 'Tipo de piso en alcobas cerámica', 'Tipo de piso en comedor cerámica', 'Tipo de piso en estudio cerámica', 'Tipo de piso en sala cerámica', 'Ascensor', 'Conjunto cerrado', 'Número de Ascensores 1', 'Vigilancia 24hrs']","['Zona de lavandería', 'Piso 6', 'Tipo de parqueadero independiente', 'Tipo acabado de piso cerámica', 'Tipo de piso en alcobas cerámica', 'Tipo de piso en comedor cerámica', 'Tipo de piso en estudio cerámica', 'Tipo de piso en sala cerámica', 'Ascensor', 'Conjunto cerrado', 'Número de Ascensores 1', 'Vigilancia 24hrs']",0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, No encontré mi barrio   ",MC4653784,No encontré mi barrio   ,na,na,apartamento,$260.000.000,Entre 0 y 5 años,76 m²,76 m²,$220.00 ,"Es un muy buen apartamento ubicado en el edificio mas alto de la ciudad, con una excelente vista, buena iluminación y ventilación, cuenta con 3 alcobas, todas con closet,2 baños, jacuzzi, sala, comedor, cocina integral, zona de ropas, garaje, estudio y para aprovechar la vista cuenta con su balcón",5,3,2,"['Características del parqueadero cubierto', 'Cocina integral', 'Jacuzzi', 'Vigilancia', 'Piso 20', 'Tipo de parqueadero propio', 'Ascensor', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zona para niños', 'Zonas verdes']","['Características del parqueadero cubierto', 'Cocina integral', 'Jacuzzi', 'Vigilancia', 'Piso 20', 'Tipo de parqueadero propio', 'Ascensor', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zona para niños', 'Zonas verdes']",0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11/22/2023,tunja
"Local Comercial en Venta, UNICENTRO",2469-M3087971,UNICENTRO,,,local,$850.000.000,Más de 20 años,39.77 m²,39 m²,$1.000.000,"MAGNIFICO LOCAL COMERCIAL EN PLAZOLETA DE COMIDAS.
ACTUALMENTE ARRENDADO
UBICADO EN CENTRO COMERCIAL UNICENTRO TUNJA 
",3,,,"['Número de local 2', 'Piso 2', 'Tipo de local en centro comercial', 'Vista exterior', 'Ascensor', 'Número de Ascensores 1']","['Número de local 2', 'Piso 2', 'Tipo de local en centro comercial', 'Vista exterior', 'Ascensor', 'Número de Ascensores 1']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Local Comercial en Venta, GREEN HILLS",11295-M3569562,GREEN HILLS,,,local,$52.430.576,Entre 5 y 10 años,9 m²,9 m²,,"Espacio atractivo para actividad comercial con  excelente ubicación  cerca a la autopista ,  en una zona comercial especialmente de call centers, zonas de comida y  de eventos sociales además por el alto flujo de personas, de poder adquisitivo por la presencia de marcas posicionadas como Juan Valdés, Aminta lo convierten en un centro de negocios ",4,,,"['Número de local 0', 'Piso 0', 'Tipo de local en centro comercial']","['Número de local 0', 'Piso 0', 'Tipo de local en centro comercial']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, FONTANELLA",MC4635647,FONTANELLA,5.56578,-73.34084,apartamento,$495.000.000,Entre 0 y 5 años,107 m²,94 m²,2,"APARTAMENTO PARA ESTRENAR, EN CONJUNTO CERRADO, ZONAS VERDES, PARQUEADERO CUBIERTO, EXCELENTES ACABADOS",4,3,2,"['Características del parqueadero cubierto', 'Chimenea', 'Citófonos', 'Cocina tipo americano', 'Cocina integral', 'Piso en madera', 'Vigilancia', 'Zona de lavandería', 'Piso 702', 'Tipo de parqueadero propio', 'Ascensor', 'Depósito o cuarto útil', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Zona residencial']","['Características del parqueadero cubierto', 'Chimenea', 'Citófonos', 'Cocina tipo americano', 'Cocina integral', 'Piso en madera', 'Vigilancia', 'Zona de lavandería', 'Piso 702', 'Tipo de parqueadero propio', 'Ascensor', 'Depósito o cuarto útil', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Zona residencial']",0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, Dorado",MC4659816,Dorado,5.537908,-73.349633,apartamento,$180.000.000,Entre 10 y 20 años,226.57 m²,118.5 m²,1,"Amplia casa en Tunja, cuenta con 3 habitaciones, principal con baño privado, 3 baños, sala comedor, garaje privado, amplia cocina lista para reformar, patio de ropas, lavadero, tendedero. Cerca de colegios, transporte publico a 1 min, cerca del centro comercial unicentro, cerca del Batallón Bolivar y el distrito militar, rodeado de supermercados y tiendas. ",2,3,3,"['Características del parqueadero cubierto', 'Piso en baldosa', 'Piso 2', 'Tipo de parqueadero propio', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona campestre']","['Características del parqueadero cubierto', 'Piso en baldosa', 'Piso 2', 'Tipo de parqueadero propio', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona campestre']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, Tunja",10159-M4086607,,,,apartamento,$210.000.000,Entre 0 y 5 años,53 m²,49 m²,,"Código 6024FR662 Excelente oportunidad de adquirir apartamento nuevo con acabados de primera categoria a dos minutos de la UPTC, con fácil acceso de transporte público; consta de dos alcobas con closet, la habitación principal con baño privado, baño social, cocina integral, sala-comedor, zona de lavandería, los pisos son en porcelanato y laminado de madera, cielorrasos en Dry Wall, iluminación Led, carpinteria en madera y termo laminado, mesones de baño en mármol y divisiones de vidrio templado y depósito de cuatro metros cuadrados en el primer piso, el edificio cuenta con dos parqueaderos para la venta...

Quieres obtener más información, contáctanos para ayudarte a elegir el espacio que buscas…
",4,2,2,"['Baño auxiliar', 'Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Hall de alcobas', 'Zona de lavandería', 'Piso 4', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Baños de servicio', 'Vista panorámica', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona residencial']","['Baño auxiliar', 'Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Hall de alcobas', 'Zona de lavandería', 'Piso 4', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Baños de servicio', 'Vista panorámica', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona residencial']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, Santa Helena",847-M4686008,Santa Helena,5.560374,-73.337321,apartamento,$1.900.000.000,Entre 10 y 20 años,543 m²,543 m²,$500.00 ,"Te presentamos esta exclusiva y majestuosa casa campestre al norte de Tunja. Con una impresionante superficie de 543 m2 y 4 espaciosos parqueaderos, esta residencia ofrece una seguridad superior. Su diseño vanguardista y fresco cuenta con una elegantes salas y  estudio 5 lujosas habitaciones y 6 baños equipados con jacuzzi y chimeneas. Además, cuenta con un servicio completo de terrazas, exquisitos jardines y vistas espléndidas de los paisajes únicos y característicos de Boyacá, con sus tonalidades verdes que te cautivarán. Sin duda, esta casa se convierte en el hogar ideal para embajadores, dignatarios e influyentes, así como para aquellos que buscan destacarse. ¡No pierdas más tiempo y agenda tu visita para transformar tu vida en este exclusivo sector!
Para más información, ingresa a www.pads.com.co con el código 12784",5,5,5,"['Calefacción', 'Chimenea', 'Citófonos', 'Cocina tipo americano', 'Cuarto de servicio', 'Estudio o biblioteca', 'Parqueadero cubierto', 'Hall de alcobas', 'Piso en madera', 'Zona de lavandería', 'Instalación de gas natural', 'Piso 1', 'Calentador caldera', 'Tipo de cocina abierta', 'Tipo de comedor comedor independiente', 'Baños de servicio', 'Circuito cerrado de TV', 'Cuarto para escoltas', 'Con terraza', 'Portería', 'Terraza/Balcón terraza', 'Salón comunal', 'Zona de BBQ', 'Zonas verdes']","['Calefacción', 'Chimenea', 'Citófonos', 'Cocina tipo americano', 'Cuarto de servicio', 'Estudio o biblioteca', 'Parqueadero cubierto', 'Hall de alcobas', 'Piso en madera', 'Zona de lavandería', 'Instalación de gas natural', 'Piso 1', 'Calentador caldera', 'Tipo de cocina abierta', 'Tipo de comedor comedor independiente', 'Baños de servicio', 'Circuito cerrado de TV', 'Cuarto para escoltas', 'Con terraza', 'Portería', 'Terraza/Balcón terraza', 'Salón comunal', 'Zona de BBQ', 'Zonas verdes']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, TOÑA EVA TUNJA",11295-M4472420,TOÑA EVA TUNJA,na,na,apartamento,$187.000.000,Entre 10 y 20 años,120 m²,120 m²,1,"¡Aprovecha esta gran oportunidad! Vendo casa con local en una calle muy comercial y en pleno desarrollo, cerca de la Avenida Oriental. La propiedad cuenta con excelente iluminación natural y se distribuye en tres niveles. En el primer nivel, se encuentra un amplio local con un cuarto auxiliar, cocina y baño independiente. En el segundo nivel, tres habitaciones con dos baños y patio de ropas. En el último nivel, dos habitaciones amplias con baño. No pierdas la oportunidad de adquirir esta propiedad con un gran potencial comercial y de desarrollo. ¡Contáctame para más información!",3,3,2,"['Zona de lavandería', 'Tipo de casa tradicional', 'Vista exterior']","['Zona de lavandería', 'Tipo de casa tradicional', 'Vista exterior']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
